obdobie,md,stredisko,funkcia,ppv,mzda,fond,hodiny,vyplata,uvazok
44166,RD,2,Farmaceut,PZ,1100,178.25,0,0,1
44166,,2,Farmaceut,PZ,1530,184,0,300.22,1
44166,,2,Farmaceut,PZ,1250,184,112.5,761.23,1
44166,,2,Farmaceut,PZ,1300,184,136,1771.77,1
44166,,2,Farmaceut,PZ,1250,184,166,1434.11,1
44166,,2,Laborant,PZ,1000,184,167,1186.93,1
44166,,2,Laborant,PZ,1000,184,179.5,1182.87,1
44166,,2,Laborant,PZ,150,23,21,142.29,0.13
44166,,2,Laborant,PZ,928,184,16,849.34,1
44166,,2,Sanitár,PZ,736,184,0,0,1
44166,,2,Zodpovedný farmaceut,PZ,151,23,21,105.92,0.13
44166,RD,2,Zodpovedný farmaceut,PZ,1910,184,0,0,1
44166,,3,Farmaceut,PZ,1250,184,141,1274.81,1
44166,,3,Sanitár,PZ,696,184,131,557.59,1
44166,,3,Zodpovedný farmaceut,PZ,1650,184,159.5,885.71,1
44166,,5,Farmaceut,PZ,1150,184,0,154.39,1
44166,,5,Farmaceut,PZ,1050,184,164,1169.49,1
44166,,5,Laborant,PZ,928,184,164,1188.15,1
44166,,5,Sanitár,PZ,522,138,120,455.04,0.75
44166,,5,Zodpovedný farmaceut,PZ,1720,184,148,1949.28,1
44166,,6,Farmaceut,PZ,1290,184,168,1324.94,1
44166,,6,Laborant,PZ,928,184,120,762.61,1
44166,,6,Laborant,PZ,928,184,140,934.75,1
44166,,6,Laborant,PZ,928,184,168,1152.29,1
44166,,6,Sanitár,PZ,522,138,114,471.61,0.75
44166,,6,Zodpovedný farmaceut,PZ,1870,184,174,2439.13,1
44166,,7,Dohoda,dohoda,0,0,0,160.22,0.5
44166,,7,Dohoda,dohoda,0,0,0,280.58,0.25
44166,,7,Dohoda,dohoda,0,0,0,279.43,0.5
44166,,7,Dohoda,dohoda,0,0,0,338.81,0.25
44166,,7,Farmaceut,PZ,1100,184,0,300.36,1
44166,,7,Farmaceut,PZ,1100,184,160.5,964.57,1
44166,,7,Farmaceut,PZ,1200,184,0,150.11,1
44166,,7,Laborant,PZ,928,184,0,187.71,1
44166,,7,Zodpovedný farmaceut,PZ,1600,184,161.5,1775.27,1
44166,,9,Dohoda,dohoda,0,0,0,0,0.25
44166,,9,Farmaceut,PZ,1230,184,0,226.42,1
44166,,9,Farmaceut,PZ,1100,184,120,1080.98,1
44166,,9,Farmaceut,PZ,131,23,18,92.56,0.13
44166,,9,Farmaceut,PZ,1100,184,140,1272.76,1
44166,,9,Laborant,PZ,928,184,144,972.35,1
44166,,9,Laborant,PZ,950,184,120,967.29,1
44166,,9,Laborant,PZ,940,184,126.5,968.27,1
44166,,9,Sanitár,PZ,696,184,140,559.78,1
44166,,9,Sanitár,PZ,696,184,132,630.67,1
44166,,9,Zodpovedný farmaceut,PZ,1800,184,160,2081.58,1
44166,,11,Dohoda,dohoda,0,0,0,117.85,0.25
44166,,11,Dohoda,dohoda,0,0,0,0,0.25
44166,,11,Dohoda,dohoda,0,0,0,56.68,0.25
44166,,11,Dohoda,dohoda,0,0,0,40.37,0.25
44166,,11,Farmaceut,PZ,1370,184,163,3024.79,1
44166,,11,Farmaceut,PZ,1660,184,152,2242.12,1
44166,,11,Farmaceut,PZ,1300,184,0,530.28,1
44166,,11,Laborant,PZ,928,184,0,226.22,1
44166,,11,Laborant,PZ,928,184,120,771.28,1
44166,,11,Laborant,PZ,928,184,131,1899.01,1
44166,,11,Laborant,PZ,928,184,160,807.61,1
44166,,11,Laborant,PZ,928,184,0,373.01,1
44166,,11,Sanitár,PZ,696,184,115.5,491.19,1
44166,,11,Zodpovedný farmaceut,PZ,1900,184,0,389.12,1
44166,,12,Farmaceut,PZ,1044,184,159,1429.29,1
44166,RD,12,Farmaceut,PZ,1433,184,0,0,1
44166,,12,Farmaceut,PZ,1100,184,159,1443.86,1
44166,,12,Laborant,PZ,938,184,164.5,1274.1,1
44166,,12,Laborant,PZ,943,184,148,1211.61,1
44166,,12,Laborant,PZ,928,184,168,1122.52,1
44166,RD,12,Sanitár,PZ,496,184,0,0,1
44166,,12,Sanitár,PZ,696,184,160,565.77,1
44166,,12,Zodpovedný farmaceut,PZ,1730,184,156.5,1965.25,1
44166,,13,Dohoda,dohoda,0,0,0,85.88,0.5
44166,,13,Farmaceut,PZ,1100,184,140,1254.6,1
44166,,13,Laborant,PZ,928,184,136,1210.45,1
44166,,13,Sanitár,PZ,435,115,95,330.02,0.63
44166,,13,Zodpovedný farmaceut,PZ,1372,149.5,117,1539.27,0.81
44166,,14,Farmaceut,PZ,1200,184,174.5,1481.29,1
44166,,14,Farmaceut,PZ,1044,184,0,176.86,1
44166,,14,Farmaceut,PZ,1235,184,116,1729.49,1
44166,,14,Farmaceut,PZ,1220,184,160.5,1517.99,1
44166,,14,Laborant,PZ,928,184,163.5,1310.2,1
44166,,14,Laborant,PZ,928,184,157.5,998.65,1
44166,,14,Sanitár,PZ,700,184,160,598.17,1
44166,,14,Zodpovedný farmaceut,PZ,1600,184,165,1921.31,1
44166,,15,Dohoda,dohoda,0,0,0,363.72,0.5
44166,,15,Farmaceut,PZ,1380,184,167,1729.59,1
44166,,15,Farmaceut,PZ,1225,184,168,1989.97,1
44166,,15,Laborant,PZ,928,184,168,1315.61,1
44166,,15,Laborant,PZ,928,184,136,1167.22,1
44166,,15,Zodpovedný farmaceut,PZ,2324,184,168,2588.08,1
44166,,16,Farmaceut,PZ,1150,184,164,1411.6,1
44166,,16,Farmaceut,PZ,1428,184,160,1677.5,1
44166,,16,Laborant,PZ,928,184,88,956.45,1
44166,,16,Laborant,PZ,928,184,173,1244.02,1
44166,,16,Sanitár,PZ,696,184,160,644.06,1
44166,,16,Zodpovedný farmaceut,PZ,1740,184,163,1956.31,1
44166,,17,Dohoda,dohoda,0,0,0,0,0.5
44166,,17,Dohoda,dohoda,0,0,0,284.14,0.25
44166,,17,Farmaceut,PZ,1400,184,0,407.84,1
44166,,17,Farmaceut,PZ,1350,184,152,1447.65,1
44166,,17,Laborant,PZ,928,184,164,1084.32,1
44166,,17,Laborant,PZ,928,184,152,1057.83,1
44166,,17,Sanitár,PZ,696,184,0,51.1,1
44166,RD,17,Zodpovedný farmaceut,PZ,1850,184,0,0,1
44166,,17,Zodpovedný farmaceut,PZ,1800,184,148.5,1954.63,1
44166,,18,Dohoda,dohoda,0,0,0,125.55,0.5
44166,RD,18,Farmaceut,PZ,1420,184,0,0,1
44166,,18,Farmaceut,PZ,1400,184,160,1580.4,1
44166,,18,Laborant,PZ,950,184,163.5,1101.23,1
44166,,18,Laborant,PZ,928,184,168,1101.2,1
44166,,18,Sanitár,PZ,696,184,168,572.58,1
44166,,18,Zodpovedný farmaceut,PZ,1780,184,0,424.74,1
44166,,19,Farmaceut,PZ,1250,184,143.5,1509.74,1
44166,,19,Farmaceut,PZ,1550,184,156,1900.41,1
44166,,19,Farmaceut,PZ,1330,184,148,1458.28,1
44166,,19,Laborant,PZ,928,184,152,1146.54,1
44166,,19,Laborant,PZ,928,184,148,1135.76,1
44166,,19,Sanitár,PZ,696,184,132,604.99,1
44166,,19,Zodpovedný farmaceut,PZ,150,23,17,135.4,0.13
44166,,22,Dohoda,dohoda,0,0,0,349.92,0.25
44166,,22,Dohoda,dohoda,0,0,0,677.97,0.25
44166,,22,Farmaceut,PZ,1400,184,162,1593.52,1
44166,,22,Farmaceut,PZ,1400,184,155,2337.44,1
44166,RD,22,Farmaceut,PZ,1319,184,0,0,1
44166,,22,Laborant,PZ,928,184,148,1138.93,1
44166,,22,Laborant,PZ,928,184,168,1046.45,1
44166,,22,Laborant,PZ,928,184,168,1057.51,1
44166,,22,Laborant,PZ,928,184,112,952.28,1
44166,,22,Sanitár,PZ,696,184,40,246.88,1
44166,,22,THP,PZ,700,184,0,0,1
44166,,22,Zodpovedný farmaceut,PZ,2100,184,165,2307.68,1
44166,,25,Farmaceut,PZ,1050,184,160,968.54,1
44166,MD,25,Farmaceut,PZ,980,184,0,0,1
44166,,25,Farmaceut,PZ,1050,184,160,1443.62,1
44166,RD,25,Farmaceut,PZ,1050,184,0,0,1
44166,,25,Farmaceut,PZ,1050,184,96,1103.25,1
44166,,25,Farmaceut,PZ,1060,184,160,1387.52,1
44166,,25,Laborant,PZ,938,184,160,1133.08,1
44166,,25,Laborant,PZ,938,184,152,1113.05,1
44166,MD,25,Laborant,PZ,938,184,0,1.39,1
44166,,25,Laborant,PZ,928,184,139,1276.33,1
44166,,25,Sanitár,PZ,696,184,144,563.82,1
44166,,25,Zodpovedný farmaceut,PZ,2040,184,155,2380.35,1
44166,,26,Farmaceut,PZ,1100,184,8,732.19,1
44166,,26,Farmaceut,PZ,1230,184,0,754.08,1
44166,,26,Laborant,PZ,940,184,128,1033.43,1
44166,,26,Laborant,PZ,950,184,148,1180.46,1
44166,,26,Laborant,PZ,940,184,156,1149.71,1
44166,,26,Sanitár,PZ,696,184,148,592.2,1
44166,,26,Zodpovedný farmaceut,PZ,2080,184,195,3116.56,1
44166,,27,Farmaceut,PZ,325,46,42,354.23,0.25
